14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,24,24,24,24,24,24,24,24,40,40,40,40,40,40,40,40,57,57,57,57,57,57,57,57,69,69,69,69,69,69,69,69,56,56,56,56,56,56,56,56
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,51,51,51,51,51,51,51,51,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,62,62,62,62,62,62,62,62
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,56,56,56,56,56,56,56,56,68,68,68,68,68,68,68,68,109,109,109,109,109,109,109,109,103,103,103,103,103,103,103,103,77,77,77,77,77,77,77,77
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,55,55,55,55,55,55,55,55,64,64,64,64,64,64,64,64,81,81,81,81,81,81,81,81,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,92,92,92,92,92,92,92,92
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
49,49,49,49,49,49,49,49,64,64,64,64,64,64,64,64,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,103,103,103,103,103,103,103,103,121,121,121,121,121,121,121,121,120,120,120,120,120,120,120,120,101,101,101,101,101,101,101,101
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
72,72,72,72,72,72,72,72,92,92,92,92,92,92,92,92,95,95,95,95,95,95,95,95,98,98,98,98,98,98,98,98,112,112,112,112,112,112,112,112,100,100,100,100,100,100,100,100,103,103,103,103,103,103,103,103,99,99,99,99,99,99,99,99
